receiver_player_id,receiver_player_name,targets,Receptions,AirYards,ReceivingYards,completeAirYards,Touchdowns,expReceptions,expCompAirYards,PPR_points
00-0034487,T.Sherfield,10,4,155,80,70,0,5.289976448383729,67.66207881442492,12
00-0025394,A.Peterson,5,5,-6,67,-6,0,4.041190235011861,-5.842761978851943,11.7
00-0032794,D.Vitale,6,5,19,67,20,0,4.335007134274401,11.95854215961765,11.7
00-0028097,L.Smith,3,3,16,23,16,1,2.074312555410812,10.819209630673804,11.3
00-0033951,M.Mack,7,7,-5,42,-5,0,5.370509469250315,-4.400313982907818,11.2
00-0024389,De.Walker,9,5,52,57,39,0,6.01291407826786,32.87952383638447,10.7
00-0030068,M.Goodwin,8,5,101,56,46,0,4.624211514335224,49.37640270028117,10.600000000000001
00-0031260,L.Thomas,7,5,52,55,31,0,4.75789388560725,31.406207772748267,10.5
00-0035297,K.Harmon,7,6,49,44,30,0,4.540690775638217,28.238713411789227,10.4
00-0034349,K.Johnson,8,4,55,59,6,0,5.189044875921538,25.23069799026034,9.9
00-0034073,R.Dwelley,9,7,36,28,12,0,6.165991753062459,19.5021390974514,9.8
00-0031570,J.Hardy,7,5,52,47,20,0,4.590977665373085,26.41953984641298,9.7
00-0032134,C.Uzomah,7,5,18,46,14,0,5.121555663841073,11.389975200656139,9.600000000000001
00-0034418,C.Wilson,6,5,63,46,35,0,3.5883343382033344,32.39882043159757,9.600000000000001
00-0035401,D.Willis,6,5,36,46,26,0,3.9579122832429023,23.376290321393803,9.600000000000001
00-0033164,T.Pope,2,2,3,14,3,1,1.4914271020099248,1.7917848948615434,9.4
00-0032782,W.Smallwood,6,5,19,41,10,0,4.3800217201356,11.012683029582163,9.100000000000001
00-0035013,J.Hilliman,4,3,-1,1,-8,1,3.211843217689271,-3.347215567113636,9.1
00-0030578,C.Patterson,7,6,13,30,6,0,5.331881694924919,6.692230749165632,9
00-0034747,M.Ateman,2,2,66,70,66,0,0.6836715668005151,22.30825544779319,9
00-0032394,N.Vannett,7,4,58,48,33,0,4.533727683519747,34.913607112185716,8.8
00-0029119,D.Carrier,6,4,62,44,24,0,3.634601814000499,32.72578018661098,8.4
00-0031319,D.Spencer,7,5,52,31,1,0,4.760286440342615,18.291436182022537,8.1
00-0028142,V.Green,5,4,19,39,17,0,3.6746596949302432,13.868522596061043,7.9
00-0032956,A.Janovich,4,4,10,39,10,0,2.6777342745653403,7.023877777993535,7.9
00-0034928,S.Sims,6,6,0,18,0,0,4.968861185141139,-2.6111542290848795,7.8
00-0033896,A.Shaheen,7,4,25,37,18,0,4.823914063584677,17.020170157722582,7.7
00-0035664,D.Henderson,6,4,3,37,0,0,4.518622688149382,1.5668593360712921,7.7
00-0032141,G.Swaim,7,5,25,26,10,0,4.675218921241928,16.47231275807767,7.6
00-0034631,V.Smith,8,4,91,35,29,0,4.720489671213723,46.865450409622646,7.5
00-0031763,D.Carter,4,2,52,54,28,0,2.405926480799604,26.12497604101182,7.4
00-0031045,C.Hyde,8,5,0,20,-12,0,5.946460891693511,-3.235210334520212,7
00-0035298,S.Miller,13,3,274,39,38,0,6.15631318473313,112.01202162410925,6.9
00-0031953,G.Davis,3,3,36,38,36,0,1.8933774733100068,21.469041160918664,6.800000000000001
00-0033460,J.Ross III,6,3,68,36,31,0,3.537028564070918,38.632954237347825,6.6
00-0033434,B.Wilson,7,3,65,35,32,0,4.244964497193061,38.740930610425814,6.5
00-0034867,M.Turner,3,2,36,45,32,0,1.8927755720729882,20.24125590160013,6.5
00-0034319,D.Yelder,2,2,17,43,17,0,1.3112385607858945,9.406579049735523,6.3
00-0035432,J.Moore,2,2,37,43,37,0,1.084684047740262,16.42448533611236,6.3
00-0030288,R.Burkhead,4,3,6,32,1,0,3.120087906910865,3.3704849829477648,6.2
00-0032540,T.Carson,4,4,4,18,4,0,2.873418154444323,1.3608842033684292,5.8
00-0027985,L.Kendricks,4,2,40,37,30,0,2.5277627160580898,23.383752951141368,5.7
00-0032227,J.Heuerman,3,2,37,37,33,0,1.7465312359937908,18.61175885246429,5.7
00-0029931,Z.Line,5,3,3,26,-7,0,3.869414661775382,0.8342804281969805,5.6
00-0033757,R.Tonyan,2,2,31,34,31,0,1.0918124872270782,16.053299030459044,5.4
00-0035645,G.Olszewski,4,2,24,34,18,0,2.8066982538130607,10.770179848816499,5.4
00-0034400,J.Wilkins,3,3,8,23,8,0,2.2776535598762884,6.095018051743287,5.300000000000001
00-0032214,T.Kroft,5,2,41,32,19,0,3.114042251012009,21.679282103048294,5.2
00-0034788,J.Graham,2,2,10,32,10,0,1.363296663496065,6.317350264587674,5.2
00-0032398,C.Moore,5,3,61,21,11,0,2.990882558882948,26.86836849214924,5.1
00-0034750,R.Penny,3,2,41,31,26,0,1.6563380979625972,18.18998024121338,5.1
00-0023500,F.Gore,4,3,2,20,2,0,2.964867363789457,1.1655613398799523,5
00-0034286,R.James Jr.,1,1,11,40,11,0,0.6425500793425023,7.068050872767525,5
00-0032897,D.Watt,2,2,1,29,1,0,1.328044001013907,0.7583372776075622,4.9
00-0031431,M.Lee,4,3,22,18,17,0,2.735080124754906,14.834586885653316,4.8
00-0032135,J.James,8,3,27,18,6,0,5.786983728935104,16.055247466510114,4.8
00-0032200,T.Montgomery,4,3,-7,17,-10,0,3.1549315063679617,-7.554591082748068,4.7
00-0033439,P.Brown,2,2,13,27,13,0,1.365964748536642,8.896485712789222,4.7
00-0034011,D.Arnold,4,2,49,25,23,0,2.2751245965893583,25.06846242443229,4.5
00-0032986,J.Holtz,3,2,4,23,0,0,2.2823110518348724,2.63325792622735,4.300000000000001
00-0033705,A.Patton,4,2,49,22,12,0,2.2702548111274385,21.847295268637197,4.2
00-0033217,M.Alie-Cox,3,2,4,21,1,0,2.017862900087183,2.8563886033232873,4.1
00-0033994,F.Brown,3,2,34,21,21,0,1.7250101566872476,18.606153666784493,4.1
00-0034972,A.Mattison,4,3,23,11,2,0,2.7982537533308425,9.928487690142623,4.1
00-0029892,K.Juszczyk,3,2,16,20,1,0,2.039266577328138,8.074056840430178,4
00-0031665,Z.Zenner,3,2,5,19,0,0,2.280811668321686,3.1075970167885427,3.9000000000000004
00-0032464,K.Raymond,2,2,14,19,14,0,1.3527899384028323,9.240976492559966,3.9000000000000004
00-0028042,L.Stocker,3,2,10,18,5,0,1.9195920088387946,6.677939855922508,3.8
00-0028581,P.DiMarco,2,1,14,27,-1,0,1.3231853342546107,7.026478577331524,3.7
00-0035215,D.Harris,2,2,1,17,1,0,1.5317098971019534,0.20335498057433243,3.7
00-0033376,P.Ricard,2,2,-1,14,-1,0,1.371038063186822,-0.787034025532529,3.4000000000000004
00-0033567,B.Hill,2,2,3,14,3,0,1.5525684027232067,1.9464072198595288,3.4000000000000004
00-0034184,G.Edwards,2,2,7,14,7,0,1.4571785519040117,5.114956818607167,3.4000000000000004
00-0033367,C.Board,3,1,24,23,18,0,1.7653569189295941,13.710060966786598,3.3000000000000003
00-0035669,N.Scott,1,1,3,23,3,0,0.7041162133212243,2.112348639963673,3.3000000000000003
00-0029269,T.Benjamin,6,2,89,13,7,0,3.538981206997562,37.35578538595122,3.3
00-0031744,M.LaCosse,4,1,29,22,9,0,2.7412931926909985,19.596095928319706,3.2
00-0032117,N.O'Leary,2,2,7,12,7,0,1.2704039449757143,4.904880550985586,3.2
00-0028292,N.Bellore,1,1,0,20,0,0,0.5697067234063448,0,3
00-0030443,L.Toilolo,2,2,-3,10,-3,0,1.7300574798364972,-2.8713338391772663,3
00-0034578,R.Bonnafon,3,2,3,10,0,0,2.2488655348338353,1.066541888323127,3
00-0035249,J.Oliver,3,2,17,10,7,0,2.1172110580061085,11.60891304825074,3
00-0032813,E.Penny,3,2,-16,9,-13,0,2.7166502428419674,-14.527037602708242,2.9
00-0033471,I.Ford,3,2,6,9,3,0,2.2670377655480336,3.873969171824339,2.9
00-0034975,J.Hill,3,2,16,9,0,0,2.1325770599641167,7.336061684961198,2.9
00-0035399,S.Morgan,3,2,6,9,1,0,1.9815406723582094,4.083009891320868,2.9
00-0032741,P.Barber,5,2,10,7,-4,0,3.610374334189514,5.5433503035328435,2.7
00-0032393,C.Prosise,3,1,41,15,0,0,1.4961154194383182,18.63102107824959,2.5
00-0032972,D.Booker,1,1,4,14,4,0,0.7512370629427295,3.004948251770918,2.4000000000000004
00-0035217,B.Snell,2,1,-5,14,-2,0,1.6555478890030804,-4.143010550591566,2.4000000000000004
00-0030741,R.Nix,3,2,2,4,-5,0,2.276208543650371,0.3302898601710029,2.4
00-0033555,M.Hollins,5,1,71,13,11,0,2.7980538320559063,35.81262555275644,2.3
00-0034386,J.Watson,1,1,13,13,13,0,0.6151642522397004,7.9971352791161054,2.3
00-0035025,H.Hentges,1,1,-4,13,-4,0,0.854539011128622,-3.418156044514488,2.3
00-0033696,S.Culkin,1,1,12,12,12,0,0.6288269520286397,7.545923424343677,2.2
00-0034613,T.Hudson,3,1,41,12,12,0,1.6459041216234842,21.644449078876494,2.2
00-0035631,D.Sample,2,2,-2,2,-2,0,1.3790425255760708,-1.6186716043394518,2.2
00-0031339,D.Moncrief,4,1,91,11,11,0,1.700037253253705,34.92722537630279,2.1
00-0033132,K.Byard,1,1,3,11,3,0,0.7184135275691725,2.155240582707518,2.1
00-0033421,A.Auclair,2,1,-1,11,3,0,1.6901337297981076,-1.371546657224946,2.1
00-0033530,R.Davis,1,1,11,11,11,0,0.5768108266683718,6.34491909335209,2.1
00-0034799,K.Ballage,3,1,0,11,-3,0,2.1200350235609235,-0.3833956777925449,2.1
00-0034273,D.Ratley,5,1,89,10,5,0,2.8196913042120606,34.10653900716743,2
00-0034854,K.Hodge,1,1,7,10,7,0,0.7006972215693695,4.904880550985586,2
00-0034959,A.Beck,2,1,7,10,7,0,1.2704039449757143,4.444705782266673,2
00-0033382,A.Carr,4,1,45,9,9,0,2.374897032527727,26.391678115680264,1.9
00-0034393,T.Fumagalli,1,1,9,9,9,0,0.6192567001364511,5.57331030122806,1.9
00-0035261,T.Pollard,3,1,8,9,-4,0,2.3050186286509082,0.5664557569597148,1.9
00-0031511,D.White,1,1,5,8,5,0,0.7335332382663814,3.667666191331907,1.8
00-0034406,D.Cain,8,1,78,7,7,0,4.866878025120931,45.11869930669668,1.7000000000000002
00-0034440,J.Jackson,1,1,3,7,3,0,0.7698554659953549,2.309566397986065,1.7000000000000002
00-0027691,A.Roberts,2,1,51,6,5,0,1.0838603552113328,19.782713570799668,1.6
00-0028237,C.Hogan,1,1,6,6,6,0,0.7167094653934548,4.300256792360729,1.6
00-0031972,D.Jennings,1,1,-4,6,-4,0,0.9202782638027527,-3.6811130552110107,1.6
00-0032450,D.Washington,1,1,-5,6,-5,0,0.8912526501683081,-4.45626325084154,1.6
00-0034383,D.Schultz,1,1,5,6,5,0,0.682091299840199,3.410456499200995,1.6
00-0035628,D.Johnson,1,1,-3,6,-3,0,0.8462120868333544,-2.538636260500063,1.6
00-0024221,V.Davis,3,1,16,5,4,0,2.1403492290745354,11.196476581542138,1.5
00-0026189,D.Jackson,1,1,5,5,5,0,0.6677939855922508,3.338969927961254,1.5
00-0032063,M.Davis,1,1,3,5,3,0,0.7041162133212243,2.112348639963673,1.5
00-0034414,B.Scott,1,1,-6,5,-6,0,0.8988979961473847,-5.393387976884308,1.5
00-0035726,Jak.Johnson,2,1,7,5,4,0,1.3896140235898233,4.854339881038069,1.5
00-0033296,A.Armah,1,1,3,4,3,0,0.7698554659953549,2.309566397986065,1.4
00-0034433,N.Bawden,3,1,3,4,0,0,2.0468365111683213,1.7202983236218023,1.4
00-0023564,D.Sproles,3,1,10,3,0,0,1.9347693748901644,6.790785659869822,1.3
00-0032062,B.Bell,4,1,6,2,1,0,2.7844001564686582,4.346571173342393,1.2
00-0032977,R.Higgins,3,1,13,2,2,0,2.108148764623336,9.020778094923113,1.2
00-0033789,T.Logan,1,1,1,2,1,0,0.8097792160337446,0.8097792160337446,1.2
00-0034115,J.Wilson,1,1,2,2,2,0,0.7236453136376304,1.4472906272752608,1.2
00-0031690,E.Tomlinson,1,1,0,1,0,0,0.584004037654293,0,1.1
00-0034419,B.Berrios,1,1,0,1,0,0,0.584004037654293,0,1.1
00-0035181,D.Shepherd,1,1,-2,1,-2,0,0.8093358021697259,-1.6186716043394518,1.1
00-0035686,M.Deiter,1,1,0,0,0,0,0.6354459760804754,0,1
00-0035148,D.Thompson,1,1,-2,-1,-2,0,0.8093358021697259,-1.6186716043394518,0.9
00-0033562,R.Switzer,1,1,-2,-2,-2,0,0.8236331164176742,-1.6472662328353485,0.8
00-0035235,K.McGary,1,1,-3,-3,-3,0,0.831914772585406,-2.495744317756218,0.7
00-0027973,A.Dalton,1,1,-8,-4,-8,0,0.9402942621224055,-7.522354096979244,0.6
00-0028064,B.Powell,1,0,19,0,0,0,0.46417912608504053,8.81940339561577,0
00-0028074,A.Sherman,1,0,11,0,0,0,0.6425500793425023,7.068050872767525,0
00-0030465,K.Barner,1,0,0,0,0,0,0.6354459760804754,0,0
00-0030968,K.Smith,1,0,-4,0,0,0,0.854539011128622,-3.418156044514488,0
00-0031060,D.Thomas,1,0,-4,0,0,0,0.8688363253765703,-3.475345301506281,0
00-0031585,M.Pruitt,1,0,5,0,0,0,0.682091299840199,3.410456499200995,0
00-0031934,D.Smith,1,0,5,0,0,0,0.7335332382663814,3.667666191331907,0
00-0032139,B.Koyack,1,0,-1,0,0,0,0.8013313397804773,-0.8013313397804773,0
00-0032935,J.Holton,2,0,72,0,0,0,0.7531693923242256,26.44600611141953,0
00-0033114,M.Thomas,1,0,14,0,0,0,0.5500078938145441,7.700110513403617,0
00-0033246,J.Mundt,1,0,0,0,0,0,0.584004037654293,0,0
00-0033258,D.Daniels,1,0,3,0,0,0,0.7698554659953549,2.309566397986065,0
00-0034052,B.Zylstra,1,0,16,0,0,0,0.5220884857773753,8.353415772438005,0
00-0034081,S.Mitchell,1,0,15,0,0,0,0.5218539944741334,7.827809917112001,0
00-0034365,I.Thomas,1,0,1,0,0,0,0.7583372776075622,0.7583372776075622,0
00-0034510,R.Foster,2,0,93,0,0,0,0.5715038206618407,26.449711826937346,0
00-0034798,D.Smythe,1,0,18,0,0,0,0.49323804437774277,8.87828479879937,0
00-0035039,S.Carlson,1,0,21,0,0,0,0.44857536934998754,9.42008275634974,0
00-0035308,T.Sweeney,2,0,1,0,0,0,1.5174125828540048,0.24624692331817766,0
00-0035406,L.Humphrey,1,0,15,0,0,0,0.5218539944741334,7.827809917112001,0
